"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"1515",2005,29,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69897000433602",109.833985642199
"1516",2003,38,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","5",148.413159102577
"1517",2003,26,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.68574173860226",108.390640020409
"1518",2006,28,"Never Married","Other","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.20682587603185",67.1430807546635
"1519",2003,38,"Never Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.77085201164214",118.019753340006
"1520",2006,45,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.69897000433602",109.833985642199
"1521",2004,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.85733249643127",47.3389060962716
"1522",2003,33,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.14176323027579",62.91365496918
"1523",2005,44,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.25527250510331",70.4760196469445
"1524",2006,48,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1525",2007,45,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.53035340356016",92.7913480810133
"1526",2007,56,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.60208170550921",99.6916283970721
"1527",2009,40,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.74036268949424",114.475713290347
"1528",2006,71,"Married","Black","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.49136169383427",89.2428846644714
"1529",2006,30,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.77815125038364",118.884359339886
"1530",2004,45,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1531",2004,41,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.50514997831991",90.4819133566401
"1532",2003,40,"Married","Other","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1533",2004,59,"Married","White","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.49052030936335",89.1678286670778
"1534",2007,46,"Married","Asian","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.30102999566398",73.7757432746946
"1535",2003,38,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.25527250510331",70.4760196469445
"1536",2007,26,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.53781909507327",93.4866920429597
"1537",2005,53,"Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.25527250510331",70.4760196469445
"1538",2004,46,"Divorced","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1539",2007,42,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.5910646070265",98.5993438603892
"1540",2006,28,"Never Married","Black","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4",54.5981500331442
"1541",2004,30,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.46239799789896",86.6951548289402
"1542",2008,34,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1543",2008,46,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","5.07918124604763",160.642475408263
"1544",2007,22,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.07918124604763",59.0970640815891
"1545",2007,37,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.52968695377292",92.7295279091354
"1546",2008,27,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.14612803567824",63.1888610037461
"1547",2008,52,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1548",2008,43,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.17609125905568",65.1108537153447
"1549",2004,52,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",148.413159102577
"1550",2005,54,"Never Married","Black","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.69583177282669",109.489841452174
"1551",2007,47,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.60205999132796",99.6894636984864
"1552",2005,21,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.66275783168157",105.927810775063
"1553",2005,42,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"1554",2003,72,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","5.2430380486863",189.244162932803
"1555",2003,38,"Married","Asian","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.65321251377534",104.921506533664
"1556",2009,53,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.41497334797082",82.6796372966372
"1557",2006,35,"Separated","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.39794000867204",81.2832532842527
"1558",2008,60,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.34242268082221",76.8936025176112
"1559",2003,39,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.44715803134222",85.3839403789827
"1560",2005,45,"Divorced","Black","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.30102999566398",73.7757432746946
"1561",2008,61,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.66915875743291",106.608021493532
"1562",2008,64,"Divorced","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.55630250076729",95.2307125669819
"1563",2004,39,"Married","Asian","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.25527250510331",70.4760196469445
"1564",2007,46,"Married","Black","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.66275783168157",105.927810775063
"1565",2008,25,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.03342375548695",56.4538649754188
"1566",2003,80,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"1567",2008,51,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.66275783168157",105.927810775063
"1568",2004,58,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.31806333496276",75.0431540173515
"1569",2009,52,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1570",2004,45,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.92941892571429",138.299126920883
"1571",2007,41,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1572",2004,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.55630250076729",95.2307125669819
"1573",2008,31,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.54406804435028",94.0727147457005
"1574",2004,49,"Divorced","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.81291335664286",123.089699847943
"1575",2009,47,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.50514997831991",90.4819133566401
"1576",2005,39,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"1577",2006,53,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1578",2003,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.44715803134222",85.3839403789827
"1579",2003,52,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.25527250510331",191.573683548412
"1580",2006,41,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"1581",2006,39,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1582",2009,63,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.14612803567824",171.765132627508
"1583",2007,23,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.29666519026153",73.4544282607621
"1584",2004,62,"Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"1585",2004,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.60688524128857",272.294783220064
"1586",2004,29,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.63346845557959",102.870246933215
"1587",2004,43,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.07918124604763",160.642475408263
"1588",2008,34,"Married","Black","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.81291335664286",123.089699847943
"1589",2003,38,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.51851393987789",91.6992261117042
"1590",2005,25,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.44715803134222",85.3839403789827
"1591",2005,64,"Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.69897000433602",109.833985642199
"1592",2006,49,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1593",2009,46,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.4345689040342",84.3157688645753
"1594",2006,30,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1595",2003,33,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.04921802267018",57.3525910796177
"1596",2007,29,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1597",2008,32,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.83250891270624",125.525498433836
"1598",2007,54,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.69019608002851",108.874525834712
"1599",2005,40,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.17609125905568",65.1108537153447
"1600",2005,24,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1601",2008,30,"Separated","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.26007138798508",70.8150386167557
"1602",2009,49,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.97772360528885",145.143601176911
"1603",2006,47,"Married","Other","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.6232492903979",101.82435207568
"1604",2008,25,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.43136376415899",84.0459576539924
"1605",2007,44,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"1606",2007,41,"Divorced","White","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.57978359661681",97.4932940453934
"1607",2005,54,"Separated","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.04139268515823",154.68529299563
"1608",2009,59,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.30102999566398",200.543262324662
"1609",2003,25,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.0899051114394",59.7342233407467
"1610",2009,63,"Married","Black","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.51851393987789",91.6992261117042
"1611",2009,49,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1612",2008,35,"Separated","Black","Some College",NA,"Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1613",2006,24,"Never Married","Asian","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.19312459835446",66.2294082943902
"1614",2003,66,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.53147891704226",92.8958447894966
"1615",2008,57,"Married","Other","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.54406804435028",94.0727147457005
"1616",2003,47,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1617",2006,44,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.88649072517248",132.487821126123
"1618",2006,56,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"1619",2004,34,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.60205999132796",99.6894636984864
"1620",2006,23,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.69897000433602",40.4056652596845
"1621",2008,30,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.92941892571429",138.299126920883
"1622",2004,38,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.63346845557959",102.870246933215
"1623",2004,43,"Married","Black","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"1624",2007,58,"Divorced","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.7160033436348",111.720849360989
"1625",2005,36,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.13033376849501",62.198679430261
"1626",2007,48,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.25527250510331",70.4760196469445
"1627",2005,35,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.45484486000851",86.0428011301927
"1628",2006,22,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.60205999132796",99.6894636984864
"1629",2007,50,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.73239375982297",113.567089569751
"1630",2004,58,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.61278385671974",100.764272842107
"1631",2003,20,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.11394335230684",61.1875264339915
"1632",2007,44,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.73279569828933",113.61274572643
"1633",2003,50,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"1634",2009,55,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.6532318153234",104.923531700709
"1635",2003,39,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1636",2008,32,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62321723414596",276.778413321176
"1637",2008,50,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","5",148.413159102577
"1638",2009,24,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","5",148.413159102577
"1639",2009,53,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1640",2003,35,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.39794000867204",81.2832532842527
"1641",2003,25,"Never Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"1642",2006,24,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1643",2005,57,"Separated","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",148.413159102577
"1644",2005,43,"Married","White","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.17609125905568",65.1108537153447
"1645",2009,33,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.48072537898849",88.2986994723057
"1646",2005,40,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.51851393987789",91.6992261117042
"1647",2008,39,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"1648",2004,32,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.25527250510331",70.4760196469445
"1649",2005,48,"Divorced","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"1650",2004,29,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"1651",2005,35,"Divorced","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.5910646070265",98.5993438603892
"1652",2004,41,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.89209460269048",133.232350826567
"1653",2009,52,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"1654",2005,50,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.51851393987789",91.6992261117042
"1655",2004,35,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","5.07913781442782",160.635498596854
"1656",2007,27,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1657",2004,57,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.74036268949424",114.475713290347
"1658",2004,48,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.57978359661681",97.4932940453934
"1659",2009,41,"Divorced","Black","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.5854607295085",98.0483505056004
"1660",2005,59,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1661",2003,55,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1662",2005,54,"Divorced","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.89209460269048",133.232350826567
"1663",2003,34,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1664",2009,43,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.30102999566398",73.7757432746946
"1665",2003,43,"Divorced","Black","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1666",2003,62,"Widowed","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.12762304959803",62.0303046060726
"1667",2006,45,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.57978359661681",97.4932940453934
"1668",2004,40,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.98227123303957",145.805163374625
"1669",2003,33,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.41497334797082",82.6796372966372
"1670",2005,45,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","5",148.413159102577
"1671",2009,21,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.90308998699194",49.5553381215226
"1672",2009,54,"Married","Asian","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"1673",2003,43,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.30102999566398",73.7757432746946
"1674",2004,54,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.84509804001426",127.115743812184
"1675",2004,35,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69897000433602",109.833985642199
"1676",2008,23,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.12057393120585",61.5945831752282
"1677",2006,61,"Widowed","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.71349054309394",111.440469567068
"1678",2004,51,"Divorced","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.92941892571429",138.299126920883
"1679",2006,43,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"1680",2003,20,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.32221929473392",75.3556793180091
"1681",2007,51,"Married","Other","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.93449845124357",139.00340805947
"1682",2009,65,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.77815125038364",118.884359339886
"1683",2009,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1684",2008,24,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.19318027356535",66.2330957333126
"1685",2003,36,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.29446622616159",73.2930820722881
"1686",2005,45,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.8750612633917",130.982177377461
"1687",2008,33,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62321723414596",276.778413321176
"1688",2009,36,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.46487687145819",86.9103277389946
"1689",2004,32,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good",NA,"4.69897000433602",109.833985642199
"1690",2009,45,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1691",2003,51,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.65321251377534",104.921506533664
"1692",2005,33,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.91907809237607",136.876367635184
"1693",2003,47,"Divorced","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.43136376415899",84.0459576539924
"1694",2003,37,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.27875360095283",196.125272594255
"1695",2008,41,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.79934054945358",121.430313822622
"1696",2005,23,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.56848333727166",96.3977959023552
"1697",2009,57,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"1698",2006,61,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1699",2007,47,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.44715803134222",85.3839403789827
"1700",2003,29,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"1701",2005,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1702",2005,57,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","5",148.413159102577
"1703",2004,39,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","2. No","4.39794000867204",81.2832532842527
"1704",2007,59,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.98227123303957",145.805163374625
"1705",2007,31,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.00432137378264",149.055895589404
"1706",2009,26,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.57978359661681",97.4932940453934
"1707",2009,51,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77085201164214",118.019753340006
"1708",2006,38,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.60205999132796",99.6894636984864
"1709",2006,51,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.77815125038364",118.884359339886
"1710",2004,50,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"1711",2005,32,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1712",2007,38,"Married","White","College Grad",NA,"Information",">=Very Good","1. Yes","5.07918124604763",160.642475408263
"1713",2005,49,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"1714",2005,40,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"1715",2007,60,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","5.04139268515823",154.68529299563
"1716",2007,30,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"1717",2003,41,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"1718",2009,32,"Never Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.74036268949424",114.475713290347
"1719",2009,26,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.66275783168157",105.927810775063
"1720",2004,41,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.39794000867204",81.2832532842527
"1721",2008,53,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.90308998699194",134.705375118879
"1722",2005,35,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.57978359661681",97.4932940453934
"1723",2008,50,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1724",2004,43,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.14612803567824",171.765132627508
"1725",2003,50,"Separated","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.2169572073611",67.8267871319966
"1726",2009,19,"Never Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.30102999566398",73.7757432746946
"1727",2004,42,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.51851393987789",91.6992261117042
"1728",2007,53,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.20411998265593",66.9616443217359
"1729",2004,22,"Never Married","Black","Some College","2. Middle Atlantic","Information","<=Good","2. No","4.55630250076729",95.2307125669819
"1730",2003,49,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.5910646070265",98.5993438603892
"1731",2005,33,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1732",2005,31,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.39794000867204",81.2832532842527
"1733",2004,43,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.50514997831991",90.4819133566401
